user_id,skill_level,lat,lng,activity_score,reliability_score,play_style,preferred_slot,last_active_days,play_readiness_score
51,2,29.93441980709682,31.28564296289108,0.8293798792097127,0.7546008453570938,defensive,evening,14,0.6507
52,4,29.967657337865,31.28945525717322,0.471134382120833,0.899450922805537,all_round,night,9,0.6068
53,5,30.05423123525559,31.3641504096098,0.7030267116605082,0.7313099314719093,defensive,evening,3,0.7323
54,5,30.00486045272509,31.34215846657584,0.8160751501018135,0.6948188895860533,defensive,evening,4,0.7571
55,1,30.0462929601826,31.15989668537948,0.7688067485222603,0.884409634958577,defensive,evening,3,0.8155
56,6,30.04895374831431,31.37468689676304,0.9949600778123739,0.8070593947287905,aggressive,evening,12,0.7702
57,2,30.12565293244225,31.19752187963554,0.5125809228840812,0.8297720091481331,defensive,afternoon,1,0.7077
58,8,29.99257710793085,31.32358982499635,0.4017531347572542,0.6203119991612105,defensive,evening,11,0.4512
59,7,29.90185137465234,31.24543893008408,0.4710196804708785,0.5632105827902288,defensive,evening,8,0.5024
60,10,30.10537779332576,31.20702804972344,0.7688796619787187,0.6348416785120947,defensive,afternoon,1,0.7549
61,8,29.99348094623222,31.095384251218,0.7396261281684882,0.6268767921479117,all_round,evening,9,0.6322
62,4,30.10916739556619,31.22627483918269,0.6684061987365348,0.8379298902979371,all_round,evening,11,0.6474
63,10,30.0506701690546,31.11524934117555,0.4478677311607167,0.8663976075441078,aggressive,evening,10,0.5714
64,5,30.00950899758373,31.31738393886742,0.788036112799231,0.6967304565701399,defensive,morning,7,0.7051
65,4,30.0479020715237,31.36134341257114,0.4295531400229028,0.9346378528236529,aggressive,evening,5,0.6538
66,10,30.1760810048101,31.17624712085626,0.858610924827842,0.9252704090647694,defensive,night,2,0.8836
67,4,30.1861584423243,31.26415765940154,1.0,0.7565098374600808,defensive,morning,0,0.9148
68,1,30.02555049081062,31.18196867823936,0.7159612063828791,0.5967162342685439,all_round,afternoon,5,0.6644
69,5,30.03281524746536,31.18972122158906,0.7549594644183938,0.956306497415331,aggressive,morning,9,0.7544
70,8,30.10609921259731,31.30195957630923,0.5612852415987993,0.7108473973457388,aggressive,morning,0,0.7014
71,2,29.95234711737861,31.23691693905253,0.3241616022043731,0.7389247794646462,defensive,night,14,0.4178
72,5,30.04664562980946,31.37917184335448,0.54151051465456,0.6690592461590147,all_round,evening,8,0.5712
73,2,30.01793097216369,31.20142140170377,0.4532788566022251,0.5865314510554204,aggressive,afternoon,4,0.5559
74,7,30.0451126569166,31.31994690659796,0.3895391762452972,0.4997040854527062,defensive,afternoon,14,0.3635
75,5,29.95333049552405,31.24779307303662,0.9600247895592169,0.8149302485335932,aggressive,night,2,0.8906
76,4,29.89283460053528,31.30366224077954,0.6991152532446392,0.6024898419155069,defensive,afternoon,14,0.5388
77,3,29.8541613251207,31.2042273874136,0.7183437645105171,1.0,all_round,evening,4,0.8199
78,6,29.93060927096083,31.23603529299587,0.5943759742646751,0.5570889626081281,aggressive,afternoon,5,0.5958
79,7,29.98330597720485,31.23076008965608,0.6188832051601815,0.5313926287527945,aggressive,morning,6,0.5845
80,10,29.9965446730681,31.17311543081233,0.82361912280308,0.7965208073420161,all_round,evening,14,0.6627
81,5,30.17497849299436,31.29296652276654,0.6441793186348612,0.9493970218450942,all_round,morning,3,0.7822
82,2,30.10847946959258,31.29201992044627,0.7455249088444519,0.7296884485414832,defensive,evening,14,0.6042
83,9,29.94303271069267,31.28748437559245,0.6147192263878971,0.8058363630280911,all_round,afternoon,5,0.692
84,7,30.04781667619608,31.36295725231341,0.5884124796682315,0.4434678873811935,all_round,evening,4,0.5667
85,8,29.98743374109197,31.3559475840989,0.3967554501916649,0.618373268146235,aggressive,evening,9,0.475
86,1,29.99725089295679,31.21000442481207,0.294005168773917,0.5589576406293649,aggressive,evening,10,0.3946
87,4,30.03482605195323,31.26984418547473,0.6029188578080477,0.4357431225078178,defensive,morning,5,0.5572
88,8,30.06953368935803,31.19011194485934,0.6601694045587819,0.737547035103583,aggressive,evening,2,0.7286
89,9,29.99285932128928,31.24186842528916,0.4184965933924177,0.383575856758435,defensive,night,5,0.4559
90,5,30.10510812261875,31.19202004407049,0.6437945242937662,0.5216706050868827,all_round,afternoon,8,0.5656
91,9,29.92864494190861,31.36960562473088,0.6596754613382904,0.6394209308979872,aggressive,afternoon,0,0.7207
92,9,30.02050712498898,31.26909585202744,0.2619185589093118,0.5953071246073385,aggressive,evening,1,0.5129
93,4,30.22781389812767,31.22255766975164,0.4852775612936898,0.7794612753310601,aggressive,morning,13,0.5179
94,9,30.03784637941002,31.33548948574851,0.7233075008723844,0.765837028785372,defensive,evening,0,0.7935
95,3,30.13465716052849,31.06635076721637,0.7196705712912339,0.8540698118903185,all_round,evening,6,0.7428
96,3,30.02732161425386,31.07887179241078,0.4423385150480431,0.8328575599069017,all_round,morning,11,0.5439
97,7,30.06646216762638,31.30366709241758,0.6785206490899524,0.8911219184042071,all_round,evening,4,0.7639
98,7,30.01545734444858,31.24483747584939,0.834033300564885,0.7197122399986419,all_round,evening,7,0.7339
99,2,30.00636739350686,31.26003570402086,0.7898731326183617,0.7655200351225004,defensive,afternoon,1,0.81
100,9,29.95764140826197,31.13388831173452,0.6328485583374918,0.7967270552878787,defensive,night,11,0.617
101,2,30.0544241087166,31.23814130313197,0.5657642636016273,0.7412485046086539,all_round,morning,9,0.594
102,9,29.95187702486514,31.40028075283211,0.5367179928197893,0.6604208535124388,defensive,afternoon,12,0.5127
103,1,30.07324681890507,31.30593596958367,0.7342075609237383,0.6701336198490344,defensive,evening,12,0.6049
104,8,30.10682296035567,31.25357652361143,0.6851187151657199,0.5973662402505051,all_round,afternoon,5,0.6507
105,8,30.04932251257898,31.2048756871916,0.7632927210983961,0.7832425244864745,defensive,evening,0,0.8176
106,8,29.99710010131555,31.20843417185045,0.6737372863618074,0.7058977238872266,aggressive,morning,5,0.6836
107,7,30.05631724634469,31.069664168864,0.7973775110625395,0.6205239374044853,defensive,evening,2,0.7493
108,5,29.99530615555629,31.26061123367369,0.6670266559323861,0.6206632771013111,defensive,morning,7,0.6241
109,8,30.09484377003721,31.30763864867855,0.7912439689037036,0.5384401908325817,aggressive,evening,2,0.7178
110,3,29.87348751326279,31.11395045382635,0.8067480986659951,0.86682620118558,defensive,evening,13,0.6931
111,8,29.99315141055051,31.18708664861545,0.5051852065595336,0.7317926504297682,defensive,evening,9,0.5635
112,6,29.86073504039008,31.14740282942132,0.3245340715632657,0.5905799970640094,aggressive,night,3,0.5127
113,5,29.90039513358182,31.1627719044153,0.9278287140826196,0.8412821624403027,all_round,evening,13,0.7386
114,6,30.12910897838511,31.24427853014575,0.6961985715282071,0.635932678530844,defensive,evening,11,0.5892
115,6,30.09161479855774,31.07324782760092,0.3413925388106981,0.5090249059481651,defensive,evening,6,0.4518
116,1,29.96244158133722,31.28914163506856,0.5215124905006321,0.87318334338287,aggressive,night,2,0.7136
117,2,29.89979972351673,31.30030840559469,0.7889373726265692,0.639435451565083,all_round,evening,5,0.7122
118,3,29.78283769297267,31.21991179295705,0.5996581703960793,0.6586651364686815,all_round,night,8,0.5937
119,2,29.97652035936539,31.04154331920124,0.5578289445225572,0.7261770030523766,aggressive,afternoon,11,0.5585
120,5,30.21363320097979,31.16028650991981,0.902158734856334,0.8913883834185172,all_round,evening,3,0.878
121,7,30.05479074171709,31.33863215472821,0.4614883136509141,0.7230055936299468,aggressive,evening,11,0.5141
122,7,29.97523421711604,31.01776045754171,0.5063323956041299,0.5401324310782154,aggressive,afternoon,4,0.5636
123,5,30.05720641676002,31.21219812702452,0.6880495655086882,0.801581550616827,all_round,afternoon,3,0.7502
124,9,29.89512333176044,31.14559993772262,0.7202818877696988,0.6472515413607414,all_round,night,6,0.6707
125,6,29.99621413098419,31.30436562412678,0.7393417461813316,1.0,all_round,evening,2,0.856
126,1,30.02795819784126,31.18599088382852,0.8140228480224104,0.7198320417003164,defensive,afternoon,6,0.7383
127,8,30.01311194785432,31.27231632165885,0.685744151722673,0.3847446753152001,all_round,afternoon,5,0.5766
128,6,30.08326448973521,31.28523683353352,0.7380891090089137,0.773604745823351,aggressive,afternoon,4,0.7496
129,7,30.04757161809889,31.3868980671784,0.603342333323285,1.0,aggressive,evening,11,0.6748
130,6,30.07346608144864,31.22376464450597,0.6612856945826086,0.9563880432818084,aggressive,night,4,0.779
131,6,29.96493021742154,31.27008354956981,0.6693561524096542,0.9946431433134848,all_round,night,10,0.716
132,1,30.09182523267284,31.1211955616698,0.6887176644474265,0.5670359721927805,aggressive,evening,10,0.5751
133,6,30.15031495580992,31.3352330850635,0.789057165364897,0.8568228593965168,aggressive,evening,9,0.735
134,8,29.94238803842789,31.17915929215429,0.7499262227500696,0.6117008190394932,aggressive,afternoon,4,0.6982
135,4,29.94898434754284,31.19513966687298,0.657959060522033,0.7536434099125386,all_round,night,12,0.5999
136,7,30.12686274690562,31.23822017641206,0.5043573227106128,0.5290571356890401,all_round,afternoon,3,0.5721
137,1,30.0046924810644,31.11496925237281,0.6621808264512877,0.6233316352675925,defensive,morning,4,0.6628
138,4,30.13230571136532,31.25830160231432,0.6449567987187661,0.6185629953954577,defensive,night,13,0.5334
139,5,29.98459714304862,31.317397301834,0.6847726843663757,0.8547832920213924,all_round,night,5,0.7407
140,10,30.13640364610166,31.26343470587978,1.0,0.8401078682504483,aggressive,afternoon,10,0.8107
141,3,30.03051886534444,31.1128881948657,0.5557208998625777,0.7615229593996231,all_round,evening,0,0.7166
142,3,30.04065830586581,31.23009525645363,0.7260120234425648,0.5174367872916922,aggressive,evening,9,0.5878
143,5,30.14517744173359,31.29936231223836,0.8423231721039737,0.673254084907542,all_round,afternoon,13,0.6414
144,10,29.99105836180447,31.08976089872273,0.6676403445378889,0.608082527558591,all_round,afternoon,10,0.5799
145,9,29.944710232326,31.15401871889458,1.0,0.8504513635041736,all_round,morning,8,0.841
146,1,29.98411486335773,31.31012348832652,0.5819529274883342,0.8967277279225776,aggressive,evening,12,0.6157
147,3,30.05618671605145,31.26160763473578,0.7083360600176085,0.8784578379046324,all_round,evening,4,0.7729
148,9,29.89473927422556,31.27295772657014,0.5062149659192633,0.6067170870874469,defensive,evening,5,0.5735
149,1,30.07099767221209,31.38875958460986,0.5867255476742073,0.3090700316565781,defensive,afternoon,1,0.5589
150,9,29.97689829459058,31.2774842222805,0.6948081038713985,0.4549557152804918,all_round,night,10,0.5386
151,3,30.11182501285868,31.29263104083465,0.8023347312153913,0.9332440467123312,all_round,evening,10,0.7544
152,10,29.82845917560796,31.45685964217746,0.7074370701242434,0.6598117591020264,aggressive,night,11,0.6026
153,3,29.95707473799166,31.22289563535276,0.8766406728802525,0.607391307260233,defensive,morning,11,0.6604
154,5,29.88508254790127,31.17616937891052,0.6329062440933191,0.9663990440154351,all_round,evening,1,0.8097
155,7,29.95390164269088,31.27422371185977,0.5902096646289791,0.909773991823249,aggressive,evening,9,0.664
156,2,30.03981327208871,31.27511928235111,1.0,0.723667308287968,all_round,afternoon,11,0.7566
157,6,30.00566186996402,31.1978627686443,0.7209627768995656,0.6759895363404039,defensive,afternoon,3,0.721
158,6,29.99972979448416,31.15740823843561,0.5204933217238614,0.7001848180780312,all_round,afternoon,7,0.586
159,8,30.0072652102896,31.4247875537672,0.5250325227953476,0.7540744197581198,all_round,afternoon,13,0.5269
160,10,30.0362710592496,31.26614747763104,0.4803176153843587,0.9600070921979411,all_round,evening,6,0.6721
161,7,29.93931711664455,31.18141716948783,0.8185824840542218,0.783370113635584,all_round,afternoon,11,0.6959
162,5,30.07654797127192,31.31327442418237,0.5844120872792165,0.8289043549558712,all_round,afternoon,7,0.6598
163,5,30.07301327763084,31.23126838787509,0.6729252456181675,0.8953905163605257,aggressive,evening,9,0.6962
164,5,30.05080303501249,31.21976948429457,0.6385684386011117,0.5445485998463371,all_round,morning,9,0.5579
165,9,30.0645226754201,31.28498182975316,0.7816686334293682,0.8332292838711064,all_round,afternoon,9,0.7234
166,4,30.04371344006469,31.13664941854146,0.4975860632808764,0.6758146868007583,aggressive,evening,11,0.5138
167,2,30.18280586421848,31.26821017631337,0.4563969884942572,0.3425857206340851,defensive,morning,13,0.352
168,4,30.0130324663158,31.39303638461854,0.690373515292687,0.4007745687021282,aggressive,afternoon,4,0.5976
169,1,29.99543334253323,31.27729421297578,0.7581726712459815,0.5672823582721971,all_round,afternoon,13,0.5664
170,2,29.95971779357141,31.20990303169732,0.7098558163575753,0.7996834842888871,all_round,morning,9,0.6793
171,1,29.93741898635377,31.19943157756574,0.504298328762481,0.7370699348010444,all_round,evening,8,0.5782
172,8,29.92044225699192,31.20717280213239,0.7719472715764509,0.7476550060763496,all_round,morning,4,0.7557
173,8,29.94889621494153,31.21968298575618,0.5161050331227859,1.0,defensive,afternoon,6,0.7022
174,7,30.01434556946784,31.20977547737934,0.556123043938451,0.5296365577710281,all_round,night,9,0.5156
175,5,30.04674361027982,31.31330491528596,0.4800883655500396,0.7158849968724414,defensive,night,5,0.5999
176,8,30.02409136468417,31.10134327174328,0.8842085027573656,0.7656653284220724,defensive,afternoon,4,0.8125
177,2,29.95875717780562,31.30896000403297,0.7640158773849228,0.6095590325192497,aggressive,afternoon,12,0.5972
178,10,30.0920147651216,31.20962507798859,0.7588988076221972,0.7242490117624412,aggressive,evening,6,0.715
179,6,30.07915301378408,31.27015582285563,0.8744980558056411,0.4800075998873483,all_round,evening,9,0.6415
180,10,30.00722813540624,31.14984096718393,1.0,0.9314859325912541,aggressive,evening,0,0.976
181,2,29.96776670842682,31.34629048534795,0.342339301296172,0.6177578171204349,all_round,morning,1,0.5569
182,5,30.06387423366638,31.33965079681375,0.5170922154421206,1.0,all_round,morning,12,0.6227
183,7,30.03503788699889,31.31676724206,0.5390884848485857,0.7151288514123817,all_round,evening,2,0.6662
184,5,29.9041498192468,31.11881961793652,0.4968524679711153,0.8742080348098774,aggressive,night,11,0.5829
185,5,30.01456157952125,31.30632968568528,0.4560350154313317,0.7120045696513269,defensive,night,13,0.4811
186,2,30.04096286496595,31.27238840701085,0.5960624484700342,0.7153884251609205,all_round,morning,7,0.6253
187,4,29.94802441708098,31.11157830022939,0.4310113312479071,0.6323956000166988,defensive,evening,13,0.442
188,3,30.03518747142699,31.23805620929833,0.7103076261567344,0.7378685894049416,aggressive,morning,6,0.6979
189,4,29.90361420117938,31.26916275912266,0.6593056978571507,0.767699804162107,all_round,evening,14,0.5787
190,7,30.12689488800097,31.28448602190585,0.736585159657458,0.6023612236627229,aggressive,night,3,0.7023
191,7,30.11983599880475,31.25418090935591,0.7413911212948855,0.7012433376210173,all_round,evening,6,0.6991
192,7,29.99979861325576,31.26329851334779,0.7585412336168018,0.6284851700914329,all_round,morning,5,0.6946
193,4,30.04907634702712,31.35788891138025,0.5827863913717012,1.0,defensive,evening,11,0.6656
194,10,29.82720624273601,31.33808271279285,1.0,0.7065403845132572,all_round,evening,0,0.8973
195,1,29.92749218717877,31.01063560369738,0.6921976009667776,0.9517848227544838,all_round,evening,12,0.6846
196,4,29.99649768638783,31.21460491561298,0.3147527445275369,0.6906566503788467,aggressive,afternoon,0,0.5834
197,2,29.93422935828585,31.22682791779648,0.4695723657620809,0.7588931462302362,all_round,night,4,0.6236
198,4,30.07715171861045,31.09983211418184,0.3367094619749932,0.5217953892532096,all_round,afternoon,8,0.4275
199,10,30.17978372245984,31.24753464465858,0.6531202332472353,0.6529391112198203,all_round,morning,2,0.6958
200,4,29.92587082244566,31.33990062179284,0.6280750596704,0.7515802006183869,aggressive,afternoon,7,0.6524
201,10,29.95300292767318,31.15307457123275,0.5656833743780976,0.9579005746439799,aggressive,morning,14,0.6032
202,5,30.03883586946479,31.26691207509519,1.0,0.7532974166514407,aggressive,afternoon,12,0.7537
203,7,30.14888929187997,31.16673412181628,0.7488169173338439,0.9275580541789499,defensive,evening,0,0.8616
204,5,29.92221005499681,31.18624703810562,0.7806977050603402,0.816109366530438,all_round,morning,8,0.7303
205,3,30.03992288978456,31.3581914907336,0.4824067721704214,0.9641102009197029,aggressive,morning,8,0.6479
206,8,30.16570390806505,31.19659537439105,0.4701539195604179,0.7111436674042416,defensive,morning,1,0.6471
207,10,29.88785926814566,31.27697699912085,0.6566249898374519,1.0,aggressive,morning,9,0.7255
208,3,29.91751446345233,31.09030255071512,0.6811412851374007,0.6471905695628816,all_round,night,7,0.6397
209,8,29.98611147148313,31.38898540491159,0.3158639179193978,0.6050307248703496,defensive,night,10,0.4206
210,3,29.97835292697157,31.28821219570452,0.6175447358870839,0.5384920725466449,defensive,morning,4,0.613
211,8,30.08500810302029,31.22540001258798,0.6525329749172308,1.0,defensive,evening,3,0.8036
212,8,30.03933277758567,31.28604372079999,0.6112731501611968,0.8429171358926846,all_round,evening,11,0.6234
213,5,29.87800303522863,31.12721444568417,0.5035897257775983,0.6698818899929537,defensive,night,10,0.5277
214,8,30.06123283223206,31.33460245934021,0.5528836672541948,0.9073534045310242,aggressive,afternoon,2,0.7397
215,3,29.97379688901155,31.21408121796028,0.6181653451568967,0.8231538277676673,defensive,afternoon,3,0.7263
216,1,30.1219557773553,31.22367443879612,0.6663440042498087,1.0,defensive,evening,8,0.7432
217,1,29.96979299708505,31.20066755080276,0.7588624848591022,0.4878250750890133,defensive,night,12,0.5522
218,5,29.96907077735182,31.19354788778035,0.8445541168911568,0.6801959837528618,aggressive,evening,3,0.7781
219,10,30.06329052886436,31.29557364893027,0.5970174097650951,0.6506217924085762,aggressive,evening,3,0.6564
220,2,30.08103411858696,31.26047254800834,0.5678918846992356,0.4239475985387098,all_round,afternoon,12,0.4439
221,5,30.0558479491149,31.29213985131224,0.7287780212361752,0.8790490807169541,all_round,evening,10,0.7023
222,8,29.88515221460921,31.23929642484115,0.7599520849539538,0.6794405166294962,all_round,night,13,0.6064
223,3,30.06304275519426,31.28105598488617,0.5718439220134006,0.8309446807479843,defensive,afternoon,11,0.6015
224,8,29.93725535586605,31.206492100486,0.7922708258539111,1.0,all_round,evening,14,0.7199
225,4,30.03882208892706,31.41837854731276,0.8263253614080752,0.6670134462258588,all_round,evening,2,0.7786
226,9,29.90610124516807,31.11456556668556,0.8825035638185612,0.6568270526014267,all_round,evening,4,0.7737
227,6,30.05570577180345,31.34087498588504,0.970097763209568,0.7377996254585993,aggressive,evening,3,0.8548
228,6,29.95547208765541,31.34943259605767,0.494045095041301,0.8680871029475115,aggressive,evening,0,0.7262
229,2,29.91738922797916,31.17182729552275,0.652501677679852,0.6349930462034775,aggressive,night,11,0.5692
230,5,30.07710561091859,31.41834188884448,0.6520299853913588,0.6253557604301804,defensive,evening,9,0.5923
231,9,30.03933156173414,31.31963922263562,0.6323467576641486,0.8785783905362048,defensive,afternoon,1,0.7787
232,1,29.97088185588857,31.31769112054583,0.5331326744701755,0.7767958985757053,all_round,afternoon,2,0.6851
233,8,30.13609430792168,31.24224177496207,0.3825988394184072,0.4132907605492769,all_round,morning,2,0.4902
234,5,29.98474780627442,31.2226219073425,0.6666823002852207,0.5361912300796338,all_round,afternoon,6,0.6077
235,8,30.02256861391767,31.22324729383683,0.5116959812813757,0.9451853795740814,defensive,morning,6,0.6811
236,7,30.04151307581429,31.27124244770556,0.6654788265345726,0.7802892424618219,defensive,evening,4,0.7192
237,5,29.97042672526971,31.35209490200271,0.5070721624942064,0.6056706103444126,all_round,morning,13,0.4668
238,4,30.05769090347199,31.25450513742891,0.4520614977480186,0.6944385514147526,defensive,afternoon,3,0.6065
239,7,29.97732381222682,31.16708451014901,0.6921737048678416,0.7219855009202505,all_round,evening,8,0.6575
240,2,29.9870689342227,31.3059541649908,0.6771658748251693,0.8303600040420245,all_round,afternoon,6,0.7154
241,6,30.12901141118427,31.31369205971158,0.754270754837768,0.5162604907711815,defensive,evening,5,0.6534
242,1,29.936753115799,31.29237276227582,1.0,0.5938576291994313,all_round,night,12,0.6979
243,7,29.82697757352564,31.299639912522,0.6999121156179524,0.7609433632295083,all_round,evening,14,0.5946
244,7,30.14887495960095,31.21832574958738,0.7373147180715434,0.7050248129256824,all_round,afternoon,0,0.7786
245,1,30.22394623620856,31.16568086662955,0.4560389608038815,0.8057788773955065,all_round,afternoon,6,0.6072
246,8,29.98757845876405,31.17054452554873,0.4183566607034526,0.5355738903960603,all_round,evening,1,0.5624
247,5,29.86505295675039,31.10916294012337,0.9349093004192001,0.7735693014406981,all_round,evening,6,0.8115
248,8,29.99516128190432,31.25895588892367,0.4837736396120054,0.8837375429066208,all_round,morning,9,0.607
249,1,29.99710216401274,31.23332409734187,0.4620900671356445,0.7930227820723925,aggressive,evening,6,0.6055
250,2,30.00480609271822,31.20480098363762,0.6429621941810205,0.7408667609642388,defensive,evening,4,0.6953
251,5,29.93092895664625,31.00355049405239,0.6337653655920701,0.7056174596151044,all_round,afternoon,4,0.6788
252,2,30.06636489139812,31.14021460242446,0.4875488288402076,0.5947723270842747,defensive,evening,4,0.5742
253,4,30.06196059002288,31.32966725211225,0.595104820631642,0.7092002111340318,aggressive,morning,4,0.6627
254,7,29.90044755041446,31.18682991999495,0.8712876291770189,0.9089558779320609,all_round,afternoon,5,0.8435
255,2,30.07593573853559,31.26884733421254,0.5049211504102764,0.7021457240099812,all_round,evening,10,0.5396
256,7,30.18421479855567,31.12874516560198,0.3991389528140891,0.5865294015977385,defensive,afternoon,1,0.5716
257,2,30.03375682659496,31.35509643858874,0.8196668517619626,0.646162936685192,aggressive,evening,0,0.795
258,2,29.99301398703452,31.22847778719563,0.7386134441488467,0.7501275445913895,defensive,evening,7,0.7016
259,6,30.0086397428474,31.26320323171868,0.5383066482832409,0.6639729004228729,all_round,afternoon,10,0.5413
260,8,30.06922054135748,31.42606238335053,0.3652099370971548,0.7927954924594711,all_round,night,3,0.6018
261,2,29.88154627155942,31.36131520804715,0.5159677958410587,0.7984265641123546,all_round,afternoon,3,0.6716
262,3,30.03315125623818,31.21547475029703,0.6401532013671312,0.8533474770606972,aggressive,afternoon,9,0.6667
263,10,29.98876288404297,31.19254238521037,0.8598209761790875,0.9335339208397548,all_round,night,5,0.847
264,10,30.16782600103648,31.21395639907844,0.4634152445234618,0.869378808655854,aggressive,evening,11,0.5662
265,6,30.0060661812956,31.28079185987812,0.6347864213279348,0.579864140377806,all_round,evening,2,0.6619
266,5,30.15343100888956,31.23158206925993,0.7715260387810816,0.5844698330135591,all_round,morning,1,0.7384
