item_id,category,condition,brand,model,flaw,age_months,original_price,asking_price,sold_price,currency
221,Strings,Like New,Wilson,Synthetic Gut,None,6,1228,1220,1061,EGP
222,Racket,Used,Babolat,Pure Drive,None,26,11088,5654,5410,EGP
223,Strings,Like New,Wilson,Synthetic Gut,None,2,562,527,517,EGP
224,Shoes,New,Decathlon,Court Zoom,None,0,3531,3541,3531,EGP
225,Racket,New,Head,Blade,None,0,11779,12393,11779,EGP
226,Accessories,Used,Generic,Wristband,None,21,494,311,270,EGP
227,Accessories,Used,Generic,Wristband,None,19,575,307,328,EGP
228,Bag,Used,Wilson,9R Bag,Major,17,6817,3046,2640,EGP
229,Balls,Like New,Wilson,ATP 4-Pack,Minor,2,449,445,371,EGP
230,Strings,Like New,Wilson,ALU Power,Minor,2,1004,902,831,EGP
231,Balls,New,Head,Championship,None,0,400,433,400,EGP
232,Strings,New,Luxilon,ALU Power,None,0,1607,1522,1607,EGP
233,Balls,New,Dunlop,Championship,None,0,277,281,277,EGP
234,Bag,Like New,Babolat,Backpack,Minor,2,5233,4463,4339,EGP
235,Racket,Used,Yonex,Ezone,Major,24,7741,2212,2575,EGP
236,Accessories,Like New,Head,Wristband,None,4,282,231,251,EGP
237,Strings,New,Luxilon,Synthetic Gut,None,0,534,587,534,EGP
238,Racket,Like New,Wilson,Blade,Minor,6,5098,4414,3966,EGP
239,Accessories,New,Generic,Wristband,None,0,419,378,419,EGP
240,Balls,New,Head,Championship,None,0,408,349,408,EGP
241,Accessories,Like New,Head,Grip,None,3,629,517,570,EGP
242,Bag,New,Babolat,6R Bag,None,0,1647,1551,1647,EGP
243,Strings,Used,Babolat,Synthetic Gut,Minor,35,1086,394,370,EGP
244,Racket,Used,Head,Pure Drive,Moderate,17,4565,2055,2176,EGP
245,Balls,New,Wilson,ATP 4-Pack,None,0,315,346,315,EGP
246,Strings,Like New,Babolat,RPM Blast,Minor,2,1284,1305,1063,EGP
247,Accessories,New,Wilson,Wristband,None,0,599,691,599,EGP
248,Bag,Used,Wilson,Backpack,None,14,4057,3156,2564,EGP
249,Shoes,New,Decathlon,Artengo,None,0,1782,2143,1782,EGP
250,Bag,Like New,Wilson,6R Bag,None,2,3436,2999,3165,EGP
251,Shoes,New,Nike,Artengo,None,0,4455,4060,4455,EGP
252,Strings,New,Babolat,RPM Blast,None,0,1275,1124,1275,EGP
253,Balls,Like New,Wilson,Championship,Minor,4,392,288,314,EGP
254,Accessories,New,Generic,Wristband,None,0,221,205,221,EGP
255,Racket,Used,Babolat,Pro Staff,Major,27,7613,2110,2354,EGP
256,Balls,New,Dunlop,US Open 3-Pack,None,0,264,312,264,EGP
257,Accessories,Like New,Wilson,Overgrip,Minor,4,309,278,247,EGP
258,Bag,New,Babolat,9R Bag,None,0,6263,7127,6263,EGP
259,Bag,Like New,Yonex,6R Bag,Minor,3,6685,4803,5457,EGP
260,Shoes,Used,Adidas,Gel Resolution,Minor,21,2887,1411,1422,EGP
261,Racket,Like New,Wilson,Pro Staff,Minor,5,11847,9289,9369,EGP
262,Strings,New,Luxilon,ALU Power,None,0,634,735,634,EGP
263,Accessories,Used,Generic,Overgrip,Major,26,150,49,46,EGP
264,Bag,New,Babolat,Backpack,None,0,2249,2284,2249,EGP
265,Strings,Used,Babolat,Synthetic Gut,Moderate,35,1011,307,307,EGP
266,Shoes,Like New,Decathlon,Artengo,Minor,3,2944,2690,2403,EGP
267,Strings,Used,Luxilon,RPM Blast,None,10,955,706,648,EGP
268,Balls,New,Head,US Open 3-Pack,None,0,297,293,297,EGP
269,Balls,Used,Head,US Open 3-Pack,Moderate,28,208,85,76,EGP
270,Accessories,Like New,Generic,Wristband,Minor,1,772,649,649,EGP
271,Racket,Used,Head,Pro Staff,None,27,9994,5514,4756,EGP
272,Balls,New,Wilson,Championship,None,0,476,516,476,EGP
273,Shoes,Used,Adidas,Barricade,None,26,1302,708,635,EGP
274,Shoes,Used,Nike,Gel Resolution,Major,8,1692,698,773,EGP
275,Bag,New,Babolat,9R Bag,None,0,5087,4750,5087,EGP
276,Racket,New,Yonex,Blade,None,0,4650,5166,4650,EGP
277,Racket,Like New,Yonex,Pure Drive,None,3,11478,12398,10412,EGP
278,Racket,New,Yonex,Blade,None,0,11179,10975,11179,EGP
279,Shoes,New,Asics,Barricade,None,0,2162,2021,2162,EGP
280,Strings,Used,Luxilon,ALU Power,Minor,35,1415,589,483,EGP
281,Accessories,Like New,Generic,Overgrip,None,5,284,286,248,EGP
282,Racket,New,Head,Pro Staff,None,0,9305,11136,9305,EGP
283,Accessories,Used,Generic,Overgrip,Major,29,690,196,202,EGP
284,Racket,Like New,Head,Pro Staff,Minor,4,5241,4312,4211,EGP
285,Racket,Used,Wilson,Ezone,Moderate,19,6326,2939,2894,EGP
286,Balls,Used,Wilson,Championship,Major,6,372,171,175,EGP
287,Racket,New,Head,Pure Drive,None,0,6382,5982,6382,EGP
288,Shoes,Used,Decathlon,Gel Resolution,Moderate,36,1416,467,416,EGP
289,Accessories,New,Head,Overgrip,None,0,397,492,397,EGP
290,Bag,Like New,Babolat,9R Bag,Minor,4,1369,998,1098,EGP
291,Racket,Used,Babolat,Ezone,Major,31,11576,3172,3220,EGP
292,Strings,Like New,Wilson,ALU Power,Minor,2,1333,1111,1105,EGP
293,Bag,New,Yonex,Backpack,None,0,6151,7360,6151,EGP
294,Strings,Used,Babolat,ALU Power,Moderate,32,1636,675,544,EGP
295,Balls,Like New,Head,US Open 3-Pack,Minor,2,565,574,468,EGP
296,Bag,Like New,Yonex,6R Bag,None,3,5094,4736,4620,EGP
297,Accessories,Like New,Generic,Grip,None,4,345,368,307,EGP
298,Balls,New,Dunlop,US Open 3-Pack,None,0,330,288,330,EGP
299,Strings,New,Luxilon,Synthetic Gut,None,0,884,1074,884,EGP
300,Accessories,Like New,Generic,Wristband,Minor,4,697,564,559,EGP
301,Strings,Used,Babolat,RPM Blast,None,18,1209,607,705,EGP
302,Shoes,Used,Decathlon,Court Zoom,Major,29,2312,592,678,EGP
303,Accessories,New,Wilson,Grip,None,0,391,406,391,EGP
304,Bag,Like New,Yonex,9R Bag,Minor,4,5893,4358,4735,EGP
305,Racket,New,Babolat,Blade,None,0,10966,12220,10966,EGP
306,Balls,Used,Head,ATP 4-Pack,Major,11,658,277,285,EGP
307,Bag,Used,Yonex,6R Bag,Moderate,30,4724,1767,1662,EGP
308,Accessories,New,Wilson,Grip,None,0,263,309,263,EGP
309,Bag,Like New,Wilson,9R Bag,Minor,5,6738,4966,5328,EGP
310,Accessories,Used,Head,Overgrip,Minor,11,505,366,302,EGP
311,Shoes,Used,Nike,Court Zoom,Major,32,3259,894,880,EGP
312,Bag,Like New,Wilson,9R Bag,None,2,3024,2915,2786,EGP
313,Strings,New,Wilson,RPM Blast,None,0,1365,1383,1365,EGP
314,Balls,Used,Head,ATP 4-Pack,Major,23,556,208,189,EGP
315,Bag,New,Wilson,6R Bag,None,0,5089,6164,5089,EGP
316,Strings,Used,Babolat,RPM Blast,Minor,18,1021,490,536,EGP
317,Balls,New,Dunlop,Championship,None,0,299,271,299,EGP
318,Accessories,Like New,Wilson,Wristband,None,2,425,474,391,EGP
319,Shoes,New,Asics,Artengo,None,0,3425,4238,3425,EGP
320,Racket,Used,Head,Pure Drive,Minor,6,5293,3556,3466,EGP
321,Racket,New,Yonex,Pro Staff,None,0,10522,10391,10522,EGP
322,Racket,Used,Head,Pro Staff,Moderate,30,6200,2553,2182,EGP
323,Accessories,Like New,Head,Wristband,Minor,3,662,608,540,EGP
324,Shoes,New,Adidas,Court Zoom,None,0,3635,3801,3635,EGP
325,Accessories,Like New,Head,Overgrip,None,6,388,356,335,EGP
326,Shoes,Used,Nike,Court Zoom,Moderate,8,3550,1767,1999,EGP
327,Racket,Used,Wilson,Pro Staff,Minor,18,9669,6297,5081,EGP
328,Strings,Used,Luxilon,RPM Blast,Major,36,889,206,211,EGP
329,Racket,Used,Head,Blade,None,35,8264,3403,3140,EGP
330,Accessories,Like New,Head,Wristband,None,4,645,584,575,EGP
331,Balls,Like New,Wilson,US Open 3-Pack,Minor,1,459,427,386,EGP
332,Strings,New,Wilson,Synthetic Gut,None,0,1028,1031,1028,EGP
333,Bag,Used,Wilson,9R Bag,Minor,8,3037,2013,1923,EGP
334,Bag,New,Yonex,Backpack,None,0,2190,2599,2190,EGP
335,Balls,Used,Dunlop,US Open 3-Pack,None,8,677,545,476,EGP
336,Shoes,New,Asics,Court Zoom,None,0,3290,3290,3290,EGP
337,Accessories,New,Wilson,Grip,None,0,540,467,540,EGP
338,Accessories,New,Wilson,Grip,None,0,712,615,712,EGP
339,Shoes,Like New,Asics,Barricade,Minor,2,3749,3054,3108,EGP
340,Strings,Like New,Babolat,RPM Blast,Minor,3,467,366,379,EGP
341,Balls,Used,Dunlop,US Open 3-Pack,Moderate,26,464,170,180,EGP
342,Balls,New,Dunlop,US Open 3-Pack,None,0,423,362,423,EGP
343,Accessories,Used,Wilson,Wristband,Minor,22,330,160,158,EGP
344,Shoes,Used,Nike,Barricade,None,32,3028,1477,1259,EGP
345,Balls,Used,Wilson,US Open 3-Pack,None,9,556,463,384,EGP
346,Racket,Used,Head,Pro Staff,Minor,7,7368,4655,4747,EGP
347,Racket,New,Wilson,Blade,None,0,6533,7322,6533,EGP
348,Bag,Like New,Yonex,Backpack,Minor,2,5521,4630,4578,EGP
349,Accessories,New,Head,Overgrip,None,0,511,616,511,EGP
350,Shoes,New,Decathlon,Court Zoom,None,0,3009,3390,3009,EGP
351,Balls,New,Wilson,US Open 3-Pack,None,0,335,351,335,EGP
352,Balls,New,Wilson,Championship,None,0,413,464,413,EGP
353,Racket,Used,Wilson,Pure Drive,Major,28,9413,2800,2838,EGP
354,Shoes,New,Adidas,Barricade,None,0,2355,2120,2355,EGP
355,Racket,Used,Wilson,Blade,Major,29,10241,2830,3008,EGP
356,Shoes,Used,Asics,Barricade,Minor,30,3817,1491,1511,EGP
357,Bag,New,Babolat,9R Bag,None,0,5712,6959,5712,EGP
358,Shoes,Used,Asics,Court Zoom,Major,18,1960,642,743,EGP
359,Balls,New,Dunlop,US Open 3-Pack,None,0,275,265,275,EGP
360,Strings,Used,Luxilon,RPM Blast,Minor,18,577,351,302,EGP
361,Shoes,New,Asics,Barricade,None,0,3585,4384,3585,EGP
362,Racket,Like New,Wilson,Blade,None,3,7328,7038,6648,EGP
363,Accessories,New,Head,Overgrip,None,0,442,509,442,EGP
364,Accessories,Like New,Head,Overgrip,None,6,390,399,336,EGP
365,Balls,Used,Wilson,Championship,Minor,24,395,200,180,EGP
366,Strings,Used,Wilson,Synthetic Gut,Moderate,31,1336,483,456,EGP
367,Bag,New,Yonex,6R Bag,None,0,1623,1939,1623,EGP
368,Shoes,New,Nike,Barricade,None,0,2324,2496,2324,EGP
369,Bag,Like New,Yonex,6R Bag,None,1,3717,3407,3477,EGP
370,Accessories,Used,Generic,Grip,Major,21,213,90,75,EGP
371,Bag,Used,Wilson,6R Bag,None,34,1707,664,668,EGP
372,Strings,New,Luxilon,Synthetic Gut,None,0,1662,1880,1662,EGP
373,Accessories,Like New,Wilson,Wristband,Minor,1,605,507,508,EGP
374,Balls,Like New,Wilson,US Open 3-Pack,None,3,207,179,187,EGP
375,Bag,Like New,Babolat,6R Bag,Minor,5,6801,5670,5377,EGP
376,Shoes,Like New,Adidas,Barricade,Minor,6,3700,2655,2878,EGP
377,Strings,Like New,Luxilon,Synthetic Gut,Minor,2,951,763,787,EGP
